sample_size,true_param,estimated_param,ci_lower,ci_upper
25,0.125,0.337063122664719,0.2609253798369433,0.4132008654924947
25,0.125,0.3425689002105021,0.26472070948856996,0.4204170909324343
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.12137350500657967,0.05373503913800694,0.1890119708751524
25,0.125,0.6131460900643696,0.5222102223661678,0.7040819577625714
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.5076822052423822,0.42200832385253484,0.5933560866322295
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.07745106514829085,0.014415158243890405,0.14048697205269128
25,0.125,0.2960377957186099,0.22309500536431062,0.3689805860729091
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.3952531991491503,0.31447231841000434,0.47603407988829627
25,0.125,0.4001641910950971,0.32050236490270045,0.47982601728749374
25,0.125,0.5572095675551895,0.46450672266155046,0.6499124124488285
25,0.125,0.14899104716535097,0.07743371263154314,0.2205483816991588
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.1891297647967403,0.12024322158053981,0.25801630801294073
25,0.125,0.4303829383865874,0.3485682676317925,0.5121976091413823
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.4192234198151464,0.339596907666312,0.49884993196398075
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.21591748879438818,0.1434867160879923,0.2883482615007841
25,0.125,0.09473354159527378,0.03398219032726606,0.1554848928632815
25,0.125,0.15982391209761568,0.0868254469244001,0.23282237727083124
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.17565091468635952,0.10523533740217457,0.24606649197054442
25,0.125,0.18277590540507024,0.11267863947097781,0.25287317133916265
25,0.125,0.22067559899551667,0.150935803397353,0.2904153945936803
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.2743062234279985,0.1964297092335779,0.35218273762241903
25,0.125,0.9401402623415169,0.8286693476930101,1.0516111769900238
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.09751602453035184,0.03559068004245322,0.15944136901825046
25,0.125,0.38260594238772505,0.30521208859813787,0.45999979617731224
25,0.125,0.1379276275258848,0.07364813790939888,0.20220711714237072
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.4320796522681129,0.3445142541647052,0.5196450503715206
25,0.125,0.11306525998268509,0.050880687516383014,0.17524983244898715
25,0.125,0.5355973266716602,0.44762685312145095,0.6235678002218693
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.4159419529751665,0.33876391241247283,0.4931199935378601
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.21150926608436857,0.13716266946557198,0.2858558627031651
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.597302940957566,0.5050014093610602,0.6896044725540718
25,0.125,0.5127351502540144,0.42829215275737526,0.5971781477506535
25,0.125,0.08535544058968098,0.019375081198558575,0.15133579998080338
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.5099094203345214,0.41877190233479156,0.6010469383342512
25,0.125,0.24713910250393062,0.1751260087825329,0.3191521962253283
25,0.125,0.1837316737022631,0.11234310752981622,0.25512023987470994
25,0.125,0.07661998604477635,0.011847796819024592,0.1413921752705281
25,0.125,0.2844560608019071,0.21292125456453453,0.3559908670392797
25,0.125,0.3508562791390979,0.2714763233012413,0.4302362349769545
25,0.125,0.7036278358120831,0.6131892720489136,0.7940663995752526
25,0.125,0.3758647856042084,0.2975285705276613,0.4542010006807555
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.097519660643349,0.033391677241476694,0.16164764404522128
25,0.125,0.1407365150981569,0.07296117993929854,0.20851185025701524
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.5214657514408211,0.4373723456666968,0.6055591572149454
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.31494510028059386,0.2398769149320764,0.3900132856291113
25,0.125,0.20551705136448348,0.13481343572884907,0.2762206670001179
25,0.125,0.20340029271457907,0.13587751863189915,0.27092306679725897
25,0.125,0.7869460385745071,0.6819882428478161,0.891903834301198
25,0.125,0.08039588833550086,0.016610013689099812,0.14418176298190188
25,0.125,0.07740659007627947,0.018393769731480568,0.13641941042107836
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.20925618095302734,0.14044587112486454,0.2780664907811901
25,0.125,0.24274564085369377,0.1729018970309954,0.31258938467639213
25,0.125,0.5082824209353938,0.42033519902863864,0.5962296428421489
25,0.125,0.08705285330444003,0.01719539143259101,0.15691031517628903
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.27195099761172253,0.1974068920333935,0.34649510319005156
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.2902048300170008,0.21685165017910996,0.3635580098548917
25,0.125,0.16843404492830802,0.10061084814406297,0.23625724171255305
25,0.125,0.2039848162812548,0.1347551165434841,0.2732145160190255
25,0.125,0.30902909995559724,0.2334647592375545,0.38459344067364
25,0.125,0.31680797969400515,0.24460776874917756,0.3890081906388327
25,0.125,0.2040413657379424,0.126784393287912,0.2812983381879728
25,0.125,0.10088198769724997,0.034559862777786776,0.16720411261671314
25,0.125,0.25671466514136804,0.18761323181425538,0.3258160984684807
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.39216187535815156,0.3109203965110561,0.47340335420524704
25,0.125,0.33641131994036266,0.25482763847870665,0.4179950014020187
25,0.125,0.3318584714288618,0.26091040217928824,0.40280654067843535
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.16465504271543302,0.10138544171781314,0.22792464371305288
25,0.125,0.13824695607306792,0.06767771534445759,0.20881619680167823
25,0.125,0.7316367901472466,0.6362946577670542,0.8269789225274389
25,0.125,0.3429618694244503,0.25950543856472685,0.42641830028417366
25,0.125,0.5081202238102625,0.41768155135979224,0.5985588962607327
25,0.125,0.34710815194717753,0.2667952234218752,0.42742108047247984
25,0.125,0.11372501737257666,0.04869531039001082,0.1787547243551425
25,0.125,0.37596924838358176,0.30024664059729766,0.45169185616986585
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.09422881482235454,0.028605039461823842,0.15985259018288522
25,0.125,0.14927326183081957,0.08404688261949028,0.21449964104214886
25,0.125,0.37662904380428225,0.2976546288515993,0.4556034587569652
25,0.125,0.13390016144939754,0.07022833067034912,0.19757199222844596
25,0.125,0.059408497755774524,-0.002355102714348793,0.12117209822589783
25,0.125,1.2386023855550763,1.1167159889035962,1.3604887822065563
25,0.125,0.47893046351340646,0.39697689351242643,0.5608840335143864
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.30606399244355853,0.22906928720666414,0.38305869768045286
25,0.125,0.4407664741268143,0.3607790185193719,0.5207539297342567
25,0.125,0.08520010140843216,0.02268735368468483,0.14771284913217947
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.3771875894323469,0.2970402945685505,0.45733488429614333
25,0.125,0.14829422677442913,0.08009634714071263,0.21649210640814562
25,0.125,0.0969262058585195,0.03654805387919609,0.1573043578378429
25,0.125,0.33955362430960095,0.2548526489739375,0.42425459964526435
25,0.125,0.46357011879337917,0.38148998705605563,0.5456502505307026
25,0.125,0.060229434120713,-0.0027433310976807887,0.12320219933910678
25,0.125,0.2560691512136571,0.18277947811630335,0.3293588243110108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.12261687148874138,0.055100724692030534,0.1901330182854522
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.8879204013971528,0.7857411963628608,0.9900996064314448
25,0.125,0.15189390095721514,0.08675942253588326,0.21702837937854702
25,0.125,0.3131569975365485,0.2396459947633891,0.3866680003097079
25,0.125,0.13438523294727436,0.06828661914056096,0.20048384675398775
25,0.125,0.11036263002653011,0.04820989030829689,0.17251536974476334
25,0.125,0.9498267211586381,0.8449918452891989,1.0546615970280773
25,0.125,0.3245978447471462,0.2489821279742075,0.4002135615200849
25,0.125,0.08605718546366004,0.02560686477803803,0.14650750614928204
25,0.125,0.1797934033759995,0.10428173695040041,0.25530506980159856
25,0.125,0.21337697876600414,0.14102400116207933,0.28572995636992893
25,0.125,0.15765045682587928,0.08890072108813275,0.22640019256362579
25,0.125,0.054283221993061403,-0.004679721988484098,0.1132461659746069
25,0.125,0.29961300346038877,0.21959876388699157,0.379627243033786
25,0.125,0.27559920146645306,0.20417616067379513,0.34702224225911094
25,0.125,0.27988423866271933,0.20677299357542578,0.3529954837500129
25,0.125,0.28194122544561634,0.20154649167032074,0.3623359592209119
25,0.125,0.20181098424814672,0.12919857828474757,0.2744233902115458
25,0.125,0.1512454720310557,0.08069787589224223,0.22179306816986916
25,0.125,0.2060757428687163,0.13557960125387705,0.2765718844835555
25,0.125,0.1749847046364443,0.10819946522348531,0.24176994404940327
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.9906258773273777,0.883992252045176,1.0972595026095795
25,0.125,0.3393146541455005,0.2630261786413354,0.41560312964966556
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.2829120848693367,0.2030236946240349,0.36280047511463853
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.23909043528805443,0.16405768763276715,0.3141231829433417
25,0.125,0.32728803828583664,0.24828303988612596,0.4062930366855473
25,0.125,0.7004352656686061,0.6097683886919794,0.7911021426452329
25,0.125,0.13357462519826135,0.07001068198906692,0.19713856840745578
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.15968538647511316,0.0930841742595214,0.2262865986907049
25,0.125,0.0501946796433546,-0.3417981172646563,0.4421874765513654
25,0.125,0.1487575968622258,0.08325723800509371,0.2142579557193579
25,0.125,0.2701464675698908,0.19932077644208565,0.3409721586976959
25,0.125,0.37381944633587694,0.2868909257706128,0.460747966901141
25,0.125,0.14330629061206485,0.07664093617007812,0.20997164505405155
25,0.125,0.5219938435179006,0.43338801904590485,0.6105996679898963
25,0.125,0.34746246110356,0.2743669020016976,0.4205580202054223
25,0.125,0.2099006970940055,0.14162883218614397,0.278172562001867
25,0.125,0.060559561033876795,-0.001414344275254581,0.12253346634300816
25,0.125,0.18307583356521365,0.11221219952995588,0.25393946760047137
25,0.125,0.22367902574437526,0.15124686676479626,0.29611118472395426
25,0.125,0.08866319300989242,0.023417710230397182,0.15390867578938766
25,0.125,0.19572974875209936,0.12012718844066508,0.2713323090635336
25,0.125,0.0790434609441882,0.01922213355748946,0.13886478833088692
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.32130551234733695,0.2439644815477835,0.3986465431468904
25,0.125,0.25621151938951386,0.185091692479683,0.32733134629934474
25,0.125,0.5724049313899152,0.4801495201993421,0.6646603425804883
25,0.125,0.28612703499424874,0.2163999922917883,0.3558540776967091
25,0.125,0.21650231796974662,0.14766916243282835,0.2853354735066649
25,0.125,0.3875409469656661,0.3065477465427245,0.46853414738860766
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.43622576767334487,0.35403443531846973,0.51841710002822
25,0.125,0.08187561929802809,0.018912099767802934,0.14483913882825322
25,0.125,0.2260391444577066,0.15355384585381066,0.29852444306160253
25,0.125,0.12365606544254326,0.05560986168745964,0.19170226919762687
25,0.125,0.08559719334036035,0.025979064129131896,0.1452153225515888
25,0.125,0.17027182225910223,0.10465239805414571,0.23589124646405873
25,0.125,0.08634268808544533,0.023414211082388642,0.14927116508850202
25,0.125,0.11611082078758615,0.05293875671508709,0.1792828848600852
25,0.125,0.15511798284075706,0.08515753639740677,0.22507842928410735
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.18206851923589484,0.11521567217920231,0.24892136629258738
25,0.125,0.22406751604723693,0.1515215144499124,0.29661351764456145
25,0.125,0.11826002601742723,0.05390130877879419,0.18261874325606026
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.40661989041210966,0.3247241940323428,0.48851558679187645
25,0.125,0.35061369021298494,0.27140856470803687,0.429818815717933
25,0.125,0.725746259856403,0.6276204901421834,0.8238720295706226
25,0.125,0.4167178338560092,0.3359834962474961,0.49745217146452225
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.22394336941175894,0.15333627953993595,0.2945504592835819
25,0.125,0.05930020942884701,-0.003912789172317348,0.12251320803001137
25,0.125,0.4359112099604672,0.3564157867428234,0.515406633178111
25,0.125,0.3013917741520375,0.22496083637255193,0.37782271193152306
25,0.125,0.13379362802717612,0.06950339967993724,0.198083856374415
25,0.125,0.41264602624932617,0.3366046719307673,0.48868738056788497
25,0.125,0.1725552169847852,0.11024531571640292,0.2348651182531675
25,0.125,0.456820087575578,0.3775999054993497,0.5360402696518063
25,0.125,0.12778015883670396,0.0636980064214719,0.191862311251936
25,0.125,0.16038417650524225,0.09163766516174648,0.22913068784873802
25,0.125,0.2248289926522698,0.1546490930741507,0.29500889223038884
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.6497011948716098,0.5590717909183969,0.7403305988248228
25,0.125,0.1618101983249915,0.09601452758780951,0.22760586906217345
25,0.125,0.24603914168539387,0.17166290414684976,0.320415379223938
25,0.125,0.23495540271509788,0.16045075536015652,0.30946005007003924
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.41559205383143766,0.33768857005681613,0.49349553760605913
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.08212880898103049,0.022049533069027225,0.14220808489303374
25,0.125,0.13159829268669043,0.0667194927717266,0.19647709260165425
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.2721788442409421,0.20033217017670485,0.34402551830517925
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.5602694630606866,0.4719614751417379,0.6485774509796353
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.4370251672844115,0.3547988945384123,0.5192514400304107
25,0.125,0.36472023802808695,0.28503648650588664,0.44440398955028726
25,0.125,0.12769185797129287,0.061574052417382105,0.19380966352520362
25,0.125,0.21685829552923824,0.14829764795124295,0.2854189431072335
25,0.125,0.2907916506211654,0.21531523897186805,0.36626806227046277
25,0.125,0.38411496962921216,0.3057673179261392,0.4624626213322851
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.36206809652933075,0.2837267928624978,0.4404094001961637
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.14271945254273719,0.08056076919283564,0.2048781358926387
25,0.125,0.2507192818014519,0.1799160307016973,0.3215225329012065
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.16405878701632318,0.10046535658009607,0.22765221745255027
25,0.125,0.3354296620300657,0.25268605082243756,0.4181732732376938
25,0.125,0.23734912404904818,0.1683030839945163,0.30639516410358003
25,0.125,0.44404250469199397,0.3595208779493888,0.5285641314345991
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.15881561006278425,0.09344981514959026,0.22418140497597822
25,0.125,0.18444880084417906,0.11568560054759904,0.25321200114075904
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.10647343120627502,0.04041106362579032,0.1725357987867597
25,0.125,0.4312057719822604,0.3471219804213389,0.5152895635431819
25,0.125,0.10906813058290825,0.04502024444240246,0.17311601672341403
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.3470243454587995,0.27369795129739044,0.4203507396202085
25,0.125,0.24844149957212353,0.1809587592765784,0.31592423986766865
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.5744900023659631,0.48475147178079847,0.6642285329511278
25,0.125,0.21750813837346497,0.15237017928793814,0.2826460974589918
25,0.125,0.21401648732715342,0.14658657938855535,0.28144639526575144
25,0.125,0.26604525466445417,0.19420540761174304,0.33788510171716524
25,0.125,0.20684034027034767,0.13514869311295974,0.2785319874277356
25,0.125,0.07934255582291139,0.01588969429224618,0.1427954173535766
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.3212882907879032,0.24115028286864895,0.40142629870715746
25,0.125,0.46552240326172095,0.38015747155743385,0.5508873349660081
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.18276267816967315,0.11587260190219208,0.2496527544371542
25,0.125,0.18706715382102185,0.12125054343409675,0.25288376420794695
25,0.125,0.265949190839127,0.19350788181540202,0.3383904998628519
25,0.125,0.20570970008874187,0.13572719996573007,0.27569220021175367
25,0.125,0.4063555505396308,0.32645244468736556,0.486258656391896
25,0.125,0.7312526693040059,0.6313087508490851,0.8311965877589267
25,0.125,1.1419565391761195,1.0321728086753779,1.2517402696768611
25,0.125,0.21835469824240292,0.14761828822089051,0.2890911082639153
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.13099714096282097,0.061148263066453545,0.20084601885918837
25,0.125,0.23358397846820744,0.1630473299039629,0.30412062703245196
25,0.125,0.2510143906408679,0.18352573820860524,0.3185030430731305
25,0.125,0.16703323023885513,0.09496477385843587,0.2391016866192744
25,0.125,0.523951561787705,0.4409361414668706,0.6069669821085393
25,0.125,0.5102231199554488,0.41787186611152166,0.6025743737993758
25,0.125,0.21026721223154823,0.138284761233167,0.28224966322992945
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.43895419463927826,0.36083396189843137,0.5170744273801251
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.24352725758620425,0.16869788329252733,0.3183566318798811
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.35949097924157286,0.28321997011733924,0.4357619883658065
25,0.125,0.11460342979716195,0.049062435268663274,0.18014442432566063
25,0.125,0.1829692016714244,0.11254270175894489,0.2533957015839039
25,0.125,0.3578319584455853,0.2848093259073686,0.43085459098380197
25,0.125,0.09463220920107414,0.027906475232165967,0.1613579431699823
25,0.125,0.07576948441845152,0.016694393663138865,0.13484457517376416
25,0.125,0.24930175778479383,0.1812318617218837,0.31737165384770394
25,0.125,0.27469638837299265,0.2030994314392503,0.34629334530673495
25,0.125,0.07002452837751175,0.013832261803988437,0.12621679495103505
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.438960254083924,0.35221284508113393,0.525707663086714
25,0.125,0.09979284334429482,0.03628945930221866,0.16329622738637095
25,0.125,0.611008118129097,0.5177947068694053,0.7042215293887888
25,0.125,0.16866195829776073,0.09703471912987656,0.2402891974656449
25,0.125,0.05226776960005634,-0.007407249619966194,0.11194278882007885
25,0.125,0.11205202197262917,0.04494802140557856,0.17915602253967977
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.30187085605159863,0.22730953291456912,0.37643217918862815
25,0.125,0.32663580178713547,0.24864548263334282,0.4046261209409281
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.39984649099450537,0.3190064814854917,0.480686500503519
25,0.125,0.2472735422437363,0.17773205322071117,0.3168150312667614
25,0.125,0.07384171934852882,0.013511436762816145,0.13417200193424147
25,0.125,0.06569672127746747,0.000983564467810838,0.13040987808712406
25,0.125,0.38689848932840426,0.3112802993068261,0.4625166793499824
25,0.125,0.18310283052151993,0.11456840044551461,0.2516372605975252
25,0.125,0.09610976911051639,0.03384008016539875,0.158379458055634
25,0.125,0.2647996563995294,0.19304838702172372,0.33655092577733503
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.06214552607034366,0.0017444056438662564,0.12254664649682105
25,0.125,0.1706046988514164,0.09873356152234995,0.24247583618048285
25,0.125,0.4777289690921303,0.3947138183115304,0.5607441198727302
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.3999573089969382,0.3139450894664169,0.4859695285274595
25,0.125,0.3966615289471142,0.31806458486478884,0.4752584730294396
25,0.125,0.47666370915268086,0.3894568637796769,0.5638705545256848
25,0.125,0.24983623778911418,0.17457271105187464,0.3250997645263537
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.2275092930176784,0.15881327994438482,0.29620530609097195
25,0.125,0.1219307965959066,0.05285185617344669,0.1910097370183665
25,0.125,0.2761825838913953,0.19909222399345872,0.35327294378933183
25,0.125,0.3671781980145061,0.28291716652470594,0.45143922950430615
25,0.125,0.5381464905032248,0.44725015176976135,0.6290428292366883
25,0.125,0.5618430664654173,0.46929314466797944,0.6543929882628551
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.3576775495358229,0.27618387564615265,0.43917122342549314
25,0.125,0.07987719888182568,0.018059732625229953,0.14169466513842138
25,0.125,0.24083963955629972,0.1736790358000303,0.30800024331256914
25,0.125,0.44917044054955385,0.37176430587579107,0.5265765752233166
25,0.125,0.05,-0.34199279690801093,0.4419927969080108
25,0.125,0.2152541990583306,0.1400249599706765,0.29048343814598465
